lat,long,country,city,street,time zone
60.1960972,17.8961823,Sweden,Ã–sterbybruk,3874 Canary Plaza,Europe/Stockholm
32.584328,111.948474,China,Tanggan,9 Hanson Alley,Asia/Chongqing
50.3539017,14.4817813,Czech Republic,MÄ›lnÃ_k,22104 Debra Court,Europe/Prague
45.7676321,15.6745822,Croatia,Rude,2078 Prentice Junction,Europe/Zagreb
50.2759698,19.5946634,Poland,Olkusz,2 Jay Place,Europe/Warsaw
38.918056,117.448512,China,Dongzha,85 Oriole Avenue,Asia/Shanghai
29.584292,111.380014,China,Shimen,0 Dayton Terrace,Asia/Chongqing
15.3657777,-90.4792939,Guatemala,San CristÃ_bal Verapaz,28004 Chive Pass,America/Guatemala
60.7099757,46.4179523,Russia,Velikiy Ustyug,9479 Goodland Lane,Europe/Moscow
-22.5284121,-43.7334089,Brazil,Mendes,1 Tennyson Circle,America/Sao_Paulo
47.3892142,0.6942885,France,Tours,925 Burrows Point,Europe/Paris
-7.9551186,-79.2394761,Peru,Santiago de Cao,92235 Dryden Court,America/Lima
35.4693091,134.7938651,Japan,Tsuruoka,9 Algoma Alley,Asia/Tokyo
14.2976248,120.9082571,Philippines,Himaya,74726 Dwight Court,Asia/Manila
50.3411289,16.0079822,Czech Republic,Å estajovice,0 Alpine Avenue,Europe/Prague
20.810762,110.187052,China,Leigao,6357 Forster Avenue,Asia/Urumqi
30.909922,115.943284,China,Taojiahe,8 Arrowood Terrace,Asia/Shanghai
6.0343516,124.5217429,Philippines,Laiya,25 Tennyson Point,Asia/Manila
16.4656784,102.7834876,Thailand,Khon Kaen,4 Merrick Point,Asia/Bangkok
-6.2649072,106.7567589,Indonesia,Sedandang,63162 Susan Place,Asia/Jakarta
48.5239429,37.7075811,Ukraine,Kostyantynivka,6914 Schmedeman Court,Europe/Zaporozhye
59.1499143,9.6586061,Norway,Porsgrunn,28 Hintze Road,Europe/Oslo
26.6866896,-78.9712451,Bahamas,West End,32 Eagan Park,America/Nassau
29.117096,110.479191,China,Zhangjiaji,366 Eagan Point,Asia/Shanghai
-6.1226719,106.8902366,Indonesia,Congkar,89175 Scott Point,Asia/Makassar
43.3815181,133.9055702,Russia,Lazo,71 Oxford Center,Asia/Vladivostok
35.2299999,-80.84,United States,Charlotte,13 Meadow Valley Street,America/New_York
60.0715764,15.0050581,Sweden,GrÃ_ngesberg,94 Banding Circle,Europe/Stockholm
37.9904219,23.6583002,Greece,AgÃ_a VarvÃ¡ra,43172 Nobel Trail,Europe/Athens
-7.2033646,111.6630914,Indonesia,Gapluk,2023 Pierstorff Park,Asia/Jakarta
4.485011,-74.259334,Colombia,SibatÃ©,09015 Ramsey Way,America/Bogota
44.0227778,42.7491668,Russia,Podkumskiy,51827 Holy Cross Plaza,Europe/Moscow
48.7720518,2.4921227,France,Bonneuil-sur-Marne,3 Kinsman Lane,Europe/Paris
36.0006475,136.4995151,Japan,Nakatsugawa,66 Hayes Trail,Asia/Tokyo
-19.5728709,18.1072924,Namibia,Grootfontein,7155 Leroy Alley,Africa/Windhoek
53.1620102,16.6118082,Poland,SzydÅ‚owo,9 Sunfield Terrace,Europe/Warsaw
-6.21956,106.92596,Indonesia,Kaduranca,8756 Ridgeview Drive,Asia/Jakarta
-6.8806715,108.5017948,Indonesia,Panawuan,6743 Karstens Drive,Asia/Jakarta
23.326616,110.034076,China,Yongyang,80 Lindbergh Pass,Asia/Shanghai
41.676243,125.769983,China,Kuaidamao,77 Reinke Road,Asia/Harbin
33.007669,106.7183225,China,Taoyao,27501 Lunder Hill,Asia/Shanghai
37.8336281,-122.2029832,United States,Oakland,9 Iowa Junction,America/Los_Angeles
40.927135,-8.5178319,Portugal,Sanfins,10 Arapahoe Hill,Europe/Lisbon
15.8229771,120.2604675,Philippines,Pogonsili,92658 Hallows Avenue,Asia/Manila
43.4945737,5.8978018,France,Paris 13,73 Eagle Crest Street,Europe/Paris
30.242572,120.053059,China,Liuxia,92113 Bartelt Drive,Asia/Shanghai
41.1155359,70.1039032,Uzbekistan,Yangiobod,52568 Center Crossing,Asia/Tashkent
39.109563,117.223371,China,Hexi,76 Utah Street,Asia/Shanghai
-6.3917341,106.8856933,Indonesia,Sukatani,18 Mcbride Junction,Asia/Jakarta
31.2303904,121.4737021,China,Changhao,93 Beilfuss Park,Asia/Chongqing
34.810487,117.323725,China,Yaozhuang,45 Mariners Cove Point,Asia/Chongqing
45.4381658,4.3868779,France,Saint-Ã‰tienne,1481 Katie Street,Europe/Paris
34.8323566,33.5895956,Cyprus,PerivÃ_lia,0129 Novick Court,Asia/Nicosia
-8.1830575,113.9358031,Indonesia,Sumberjati,6 Southridge Way,Asia/Jakarta
19.6267726,-99.2993504,Mexico,Buenavista,28238 Schiller Center,America/Mexico_City
30.169665,121.266579,China,Chixi,53812 Lakewood Drive,Asia/Shanghai
56.3041802,101.7805781,Russia,Bratsk,190 Warner Street,Asia/Irkutsk
41.884195,22.505053,Macedonia,Vinica,161 Clarendon Circle,Europe/Skopje
52.1155638,16.3514938,Poland,Wielichowo,85535 Eastlawn Circle,Europe/Warsaw
-8.1370235,112.0148478,Indonesia,Panjerrejo,67 Colorado Parkway,Asia/Jakarta
38.7121599,-9.4356652,Portugal,Cobre,99 Cottonwood Court,Europe/Lisbon
35.86278,14.5075,Malta,Santa LuÄ‹ija,8408 Forest Dale Road,Europe/Malta
22.4937132,91.5015009,Bangladesh,SandwÄ«p,45289 Loomis Pass,Asia/Dhaka
50.3445622,16.1514707,Czech Republic,NovÃ© MÄ›sto nad MetujÃ_,933 Larry Pass,Europe/Prague
40.4385006,49.8051354,Azerbaijan,Bilajari,451 Pankratz Trail,Asia/Baku
22.517585,113.39277,China,Zhongshan,278 Corry Way,Asia/Chongqing
30.83537,115.636717,China,Kongjiafang,18 Sutteridge Way,Asia/Shanghai
26.966667,89.3833329,Bhutan,Daphu,10764 Huxley Alley,Asia/Thimphu
-17.3753589,-70.1338535,Peru,Sitajara,0 Summerview Center,America/Lima
54.4132559,100.4819389,Russia,Perfilovo,0934 Knutson Place,Asia/Irkutsk
13.216667,105.266667,Cambodia,PhumÄ_ VÃ©al SrÃª,8106 Little Fleur Trail,Asia/Phnom_Penh
-11.8769261,43.4054565,Comoros,DembÃ©ni,7 Westridge Pass,Indian/Comoro
43.1613333,46.0016156,Russia,Girey,4495 Acker Court,Europe/Moscow
17.7409147,-91.7660525,Mexico,Emiliano Zapata,41 Vahlen Avenue,America/Monterrey
32.8744365,129.9735343,Japan,ÅŒmura,2463 Banding Parkway,Asia/Tokyo
45.2303117,20.2078344,Serbia,Lok,912 Sutherland Court,Europe/Belgrade
35.819227,108.019549,China,Heshui,091 High Crossing Street,Asia/Shanghai
-20.9304923,55.5243352,Reunion,Saint-Denis,07 Cherokee Hill,Indian/Reunion
36.6817149,65.7490624,Afghanistan,ShibirghÄÅn,8267 Delladonna Drive,Asia/Kabul
34.06,-118.31,United States,Los Angeles,03 Waywood Park,America/Los_Angeles
56.7375175,37.1660882,Russia,Dubna,29678 Caliangt Terrace,Europe/Moscow
60.4197445,25.5652484,Finland,Porvoo,850 La Follette Street,Europe/Helsinki
35.1268513,-119.1855785,United States,Bakersfield,0 Farmco Road,America/Los_Angeles
44.5943255,0.057855,France,Fosses,69 Havey Crossing,Europe/Paris
42.13896,21.7247643,Macedonia,Kumanovo,36 Claremont Road,Europe/Skopje
29.866917,118.403786,China,Xitou,79653 Loeprich Place,Asia/Shanghai
59.2426907,17.8471065,Sweden,Norsborg,41951 Moulton Park,Europe/Stockholm
46.1327339,38.9644692,Russia,Staroderevyankovskaya,353 Lillian Street,Europe/Moscow
-4.8220831,-42.1644994,Brazil,Campo Maior,599 Fairfield Way,America/Fortaleza
9.9368373,123.9469641,Philippines,Pinayagan Norte,5 Melvin Drive,Asia/Manila
10.5306091,121.9482983,Philippines,Tobias Fornier,31 Maple Drive,Asia/Manila
22.6764132,-3.9789143,Mali,Taoudenni,36 Bashford Lane,Africa/Algiers
13.8198099,100.5633655,Thailand,Chatuchak,8 Sutherland Trail,Asia/Bangkok
-26.0779448,-53.05199,Brazil,Francisco BeltrÃ£o,5352 Raven Street,America/Sao_Paulo
51.7211356,5.2985109,Netherlands,'s-Hertogenbosch,71 Tony Alley,Europe/Amsterdam
41.0924881,-73.4239143,United States,Norwalk,6883 Bunker Hill Point,America/New_York
37.2488951,10.0415603,Tunisia,Al MatlÄ«n,20 Kingsford Parkway,Africa/Tunis
25.770509,113.014717,China,Chenzui,430 Marcy Road,Asia/Shanghai
32.6969212,-117.1343318,United States,San Diego,104 Tennyson Drive,America/Los_Angeles
49.2277083,17.3189958,Czech Republic,Zdounky,377 Hovde Park,Europe/Prague
39.4854373,-119.8757349,United States,Reno,786 Del Mar Point,America/Los_Angeles
-7.25717,112.67026,Indonesia,Tekik Wetan,36031 Loeprich Crossing,Asia/Jakarta
49.9800949,19.234704,Poland,Grojec,664 Summerview Avenue,Europe/Warsaw
-8.0670006,111.907307,Indonesia,Bago,77159 Cody Way,Asia/Jakarta
41.0522859,20.0524105,Albania,Shirgjan,78 Roxbury Street,Europe/Tirane
41.5780148,19.6966667,Albania,Mamurras,589 Debs Place,Europe/Tirane
44.306097,86.080602,China,Shahezi,388 Blaine Court,Asia/Harbin
40.3373262,20.6794676,Albania,ErsekÃ«,751 Grover Circle,Europe/Tirane
-17.0490108,-41.5612423,Brazil,Padre ParaÃ_so,10 Di Loreto Street,America/Sao_Paulo
44.8310092,37.5460072,Russia,Rayevskaya,2 Chive Street,Europe/Moscow
21.955472,111.244529,China,Hengpi,83351 Knutson Circle,Asia/Shanghai
36.6425079,127.4954241,South Korea,Su-dong,20840 Mcbride Street,Asia/Seoul
-7.9673906,113.9060624,Indonesia,Bondowoso,73353 Marcy Pass,Asia/Jakarta
-6.9430402,107.020589,Indonesia,Cilangla,078 Beilfuss Circle,Asia/Jakarta
55.1052515,82.9514853,Russia,Rodniki,7 Dunning Trail,Europe/Moscow
17.67967,120.35883,Philippines,Puro Pinget,7 Arkansas Pass,Asia/Manila
-22.3002064,-44.9159938,Brazil,Itanhandu,46779 Ridgeway Avenue,America/Sao_Paulo
52.08234,5.1175293,Netherlands,Utrecht (stad),731 Summer Ridge Parkway,Europe/Amsterdam
38.7797038,-9.217191,Portugal,Pontinha,614 Welch Crossing,Europe/Lisbon
48.69682,2.567685,France,Brie-Comte-Robert,1 Basil Center,Europe/Paris
49.8905368,2.3081396,France,Amiens,5 Brickson Park Crossing,Europe/Paris
39.940238,119.58045,China,Jiasi,6 Kensington Center,Asia/Chongqing
25.456453,103.240546,China,Tuanjie,1 Merrick Avenue,Asia/Chongqing
50.0932868,22.6333771,Poland,WÃ_lka PeÅ‚kiÅ„ska,22583 Grim Trail,Europe/Warsaw
46.524673,83.628303,China,Emin,79 Golf Course Lane,Asia/Almaty
-25.8631114,-58.8821875,Argentina,Comandante Fontana,76335 Thompson Lane,America/Argentina/Cordoba
59.6267758,16.4656297,Sweden,VÃ_sterÃ¥s,9556 Sutherland Trail,Europe/Stockholm
24.804061,118.609289,China,Xibin,5896 Twin Pines Road,Asia/Shanghai
21.955472,111.244529,China,Hengpi,32 Luster Way,Asia/Shanghai
22.919769,113.618216,China,Shatian,1 Harper Alley,Asia/Shanghai
28.572029,109.482078,China,Huayuan,20 Judy Junction,Asia/Harbin
45.925854,6.1250598,France,Annecy,3739 Autumn Leaf Trail,Europe/Paris
22.843818,114.164223,China,Qingxi,01968 Pond Terrace,Asia/Harbin
-7.2269461,12.8687414,Angola,Nzeto,6 John Wall Place,Africa/Luanda
57.3690549,22.591118,Latvia,ValdemÄÅrpils,3123 Marcy Lane,Europe/Riga
-18.9745738,-49.4600885,Brazil,Ituiutaba,471 Lakeland Point,America/Sao_Paulo
-18.4315276,-39.9322068,Brazil,ConceiÃ§Ã£o da Barra,01 Emmet Park,America/Bahia
47.731518,-53.2341123,Canada,Carbonear,0323 Northwestern Pass,America/St_Johns
48.1779574,-1.7555399,France,Montaigu,63777 Northridge Pass,Europe/Paris
55.69153,37.493374,Russia,Ramenki,7224 Southridge Pass,Europe/Moscow
-6.1103661,106.1639749,Indonesia,Serang,5482 Kenwood Plaza,Asia/Jakarta
48.1351158,30.077048,Ukraine,Savranâ€™,6773 Reinke Avenue,Europe/Kiev
11.6794479,-84.7015108,Nicaragua,El Almendro,153 Mcbride Lane,America/Managua
5.3245686,-66.054451,Venezuela,San Juan de Manapiare,6 Weeping Birch Center,America/Caracas
-7.1269261,112.3337769,Indonesia,Lamongan,7425 Dryden Park,Asia/Jakarta
17.1056791,120.4557309,Philippines,Santa Lucia,966 Vermont Pass,Asia/Manila
63.4388688,10.4232348,Norway,Trondheim,070 Oriole Road,Europe/Oslo
50.3713333,103.2816977,Russia,Zakamensk,229 Porter Hill,Asia/Irkutsk
9.2214675,122.8845373,Philippines,Manalongon,88 Jenifer Alley,Asia/Manila
48.7764948,17.0214389,Czech Republic,TÃ_nec,61 Coolidge Trail,Europe/Prague
60.3968738,21.3869552,Finland,IniÃ¶,53 Twin Pines Hill,Europe/Helsinki
24.168957,102.405819,China,Eshan,339 Canary Point,Asia/Shanghai
-30.2609293,-57.5929166,Uruguay,Bella UniÃ_n,5 Bartillon Court,America/Argentina/Cordoba
43.858616,21.403911,Serbia,ParaÄ‡in,8 Bonner Place,Europe/Belgrade
40.6098385,20.6898971,Albania,Voskop,15320 Oak Valley Point,Europe/Tirane
-20.0495323,57.584421,Mauritius,Fond du Sac,80761 Blue Bill Park Hill,Indian/Mauritius
51.0768184,17.1762909,Poland,Kamieniec WrocÅ‚awski,4 Fulton Terrace,Europe/Warsaw
31.298974,120.585289,China,Yuzhou,5804 Gerald Point,Asia/Shanghai
-31.4180746,-64.2653484,Argentina,Arauco,67494 Charing Cross Pass,America/Argentina/La_Rioja
25.3365669,56.3432629,United Arab Emirates,Khawr FakkÄÅn,118 Hintze Terrace,Asia/Dubai
13.2317498,123.7702587,Philippines,Santo Domingo,56416 Fisk Terrace,Asia/Manila
15.8874377,-87.8537478,Honduras,Baja Mar,225 Lillian Street,America/Tegucigalpa
8.8732234,104.8162784,Vietnam,Cai Doi Vam,1 Dennis Plaza,Asia/Ho_Chi_Minh
42.5187534,27.4772798,Bulgaria,Burgas,48370 Grim Avenue,Europe/Sofia
38.0823988,15.6383202,Italy,Reggio Calabria,39031 6th Place,Europe/Rome
-7.504714,112.358062,Indonesia,Kedungkrajan,36401 Sycamore Street,Asia/Jakarta
41.9208048,41.9931328,Georgia,Ozurgeti,3 Southridge Trail,Asia/Tbilisi
13.8156076,102.6675575,Thailand,Khok Sung,4414 Bartelt Center,Asia/Bangkok
12.6612116,-0.5683399,Burkina Faso,Boulsa,03726 Merrick Street,Africa/Ouagadougou
1.2061176,31.8164031,Uganda,Kyankwanzi,533 Susan Hill,Africa/Kampala
46.80381,85.45172,China,Tiebukenwusan,7360 Pankratz Terrace,Asia/Almaty
42.0889602,42.5044843,Georgia,Vani,9 Johnson Place,Asia/Tbilisi
54.145036,48.390554,Russia,Novoulâ€™yanovsk,0378 Northfield Trail,Europe/Volgograd
50.1010604,129.4430074,Russia,Zavitinsk,149 Drewry Hill,Asia/Yakutsk
60.0190188,30.648656,Russia,Vsevolozhsk,7884 Manley Court,Europe/Moscow
9.1860402,35.8334494,Ethiopia,Gimbi,015 3rd Alley,Africa/Addis_Ababa
35.6046794,139.730028,Japan,ÅŒi,147 Morningstar Drive,Asia/Tokyo
56.9651439,26.3110469,Latvia,Cesvaine,69 Killdeer Lane,Europe/Riga
-8.6489,120.7616,Indonesia,Nggelok,4 Acker Plaza,Asia/Makassar
36.3548175,36.6980807,Syria,Medaya,32 Grayhawk Road,Asia/Damascus
32.276495,111.468844,China,Shihua,25446 Morrow Way,Asia/Chongqing
41.3121037,-8.1656088,Portugal,Bacelo,93 Merchant Place,Europe/Lisbon
21.1494763,-100.956682,Mexico,Lindavista,0 Weeping Birch Parkway,America/Mexico_City
39.822507,109.963338,China,Dongsheng,4734 Scoville Court,Asia/Chongqing
50.5904776,30.4831983,Ukraine,Vyshhorod,903 Darwin Pass,Europe/Kiev
24.31049,116.116695,China,Meijiang,5 Jana Way,Asia/Chongqing
34.5724074,107.0351315,China,Shuangbaiyang,74778 Sage Plaza,Asia/Chongqing
12.289736,10.3525964,Nigeria,Katagum,2845 Cambridge Plaza,Africa/Lagos
13.253123,-59.6377134,Barbados,Speightstown,3 Bluestem Terrace,America/Barbados
53.0863997,18.6197864,Poland,ÅÅysomice,891 Acker Way,Europe/Warsaw
36.285616,115.147814,China,Daming,84300 Laurel Alley,Asia/Shanghai
53.6482058,52.1229541,Russia,Pokhvistnevo,07 Pawling Court,Europe/Samara
29.696108,118.315329,China,Tanxi,7566 Maple Wood Crossing,Asia/Chongqing
25.085589,104.8951,China,Panjiang,72076 New Castle Avenue,Asia/Chongqing
39.4472756,45.2771033,Azerbaijan,Ã‡alxanqala,359 Onsgard Terrace,Asia/Baku
30.3039275,120.3376132,China,Daqian,57 Lakewood Parkway,Asia/Chongqing
39.624437,118.200692,China,Lubei,27 Saint Paul Point,Asia/Shanghai
-8.1553145,111.8270486,Indonesia,Pakel,9692 Debra Crossing,Asia/Jakarta
17.622182,120.6190252,Philippines,Calaba,44753 Holy Cross Court,Asia/Manila
-25.3631459,-49.0801588,Brazil,Quatro Barras,37 Springs Park,America/Sao_Paulo
45.0169373,39.1009227,Russia,Pashkovskiy,4804 Badeau Pass,Europe/Moscow
40.8103206,19.9199137,Albania,KuÃ§ovÃ«,28 Monument Terrace,Europe/Tirane
30.2638032,102.8054753,China,Sishan,6678 Ronald Regan Avenue,Asia/Shanghai
22.356083,112.562369,China,Zhongcheng,8 Loeprich Crossing,Asia/Chongqing
5.3268119,132.2239117,Palau,Sonsorol Village,8171 Vahlen Junction,Pacific/Palau
49.0371335,3.979371,France,Ã‰pernay,61361 Bowman Parkway,Europe/Paris
46.5875931,39.3949398,Russia,Shkurinskaya,65691 Warbler Junction,Europe/Moscow
-19.157438,-45.4447859,Brazil,AbaetÃ©,5902 Bayside Parkway,America/Sao_Paulo
51.5116933,-0.0829051,United Kingdom,London,6 Amoth Avenue,Europe/London
-16.5030766,-68.1346594,Bolivia,San Pedro,58 Porter Lane,America/La_Paz
13.8792736,45.8695185,Yemen,Lawdar,276 Esker Center,Asia/Aden
40.88472,20.09944,Albania,Sult,71 Thompson Parkway,Europe/Tirane
45.7787293,3.0857432,France,Clermont-Ferrand,7978 Mariners Cove Junction,Europe/Paris
37.5034138,126.7660309,South Korea,Bucheon-si,08 Ludington Way,Asia/Seoul
-8.2660783,-77.8524505,Peru,Conchucos,2911 Dawn Avenue,America/Lima
51.7421319,39.1374839,Russia,Voronezh,591 Onsgard Court,Europe/Moscow
-39.103215,-67.0940101,Argentina,Villa Regina,322 Johnson Terrace,America/Argentina/Salta
-7.6387228,111.0460407,Indonesia,Karanganyar,51562 Mcguire Crossing,Asia/Jakarta
10.8847156,121.9757838,Philippines,Aurelliana,159 Northfield Circle,Asia/Manila
43.3911349,42.9174509,Russia,Tyrnyauz,1747 Sugar Circle,Europe/Moscow
51.3895069,22.1851171,Poland,KurÃ_w,8 Manufacturers Alley,Europe/Warsaw
37.9642589,-121.2569138,United States,Stockton,9 Prairieview Junction,America/Los_Angeles
59.3618675,17.9791475,Sweden,Sundbyberg,0 Nobel Avenue,Europe/Stockholm
8.9245,-74.47033,Colombia,Pinillos,663 Center Avenue,America/Bogota
6.9791945,39.1803741,Ethiopia,Dodola,0 Graedel Terrace,Africa/Addis_Ababa
26.480043,113.778639,China,Xiayang,57 Fremont Crossing,Asia/Chongqing
53.8819853,18.5517476,Poland,Bobowo,76 5th Plaza,Europe/Warsaw
39.8019855,-8.8714085,Portugal,Amor,94 Cherokee Place,Europe/Lisbon
54.2694844,-7.0943023,Ireland,Monaghan,44 Village Center,Europe/London
28.915608,118.579936,China,Jiangjia,73 Glendale Avenue,Asia/Shanghai
-17.1101039,-63.5997921,Bolivia,Santa Rosa del Sara,2 Vermont Crossing,America/La_Paz
16.9075213,96.5623251,Myanmar,Kayan,935 School Place,Asia/Rangoon
17.387112,102.7755279,Thailand,Udon Thani,643 Charing Cross Point,Asia/Bangkok
4.637376,-75.570777,Colombia,Salento,3034 Susan Avenue,America/Bogota
21.857958,111.982232,China,Yangjian,0262 Mendota Park,Asia/Shanghai
36.1093631,103.694265,China,Zhaowu,55341 Ohio Plaza,Asia/Chongqing
-7.6044275,109.5766953,Indonesia,Kaliterus,03 Lawn Junction,Asia/Jakarta
-6.3943,105.9495,Indonesia,Bongbong,82689 Quincy Drive,Asia/Jakarta
26.665699,113.75726,China,Taokeng,257 Artisan Avenue,Asia/Chongqing
50.3467983,16.8896987,Poland,Cieplice Å_lÄ…skie ZdrÃ_j,6818 Welch Crossing,Europe/Warsaw
56.3996976,61.8799755,Russia,Martyush,7 Birchwood Court,Asia/Yekaterinburg
34.5594987,112.4678779,China,Longmen,59871 Bellgrove Terrace,Asia/Shanghai
62.1032048,25.6487971,Finland,Muurame,38 Elmside Crossing,Europe/Helsinki
29.654069,110.176918,China,Sifangxi,836 Jana Drive,Asia/Chongqing
14.1893533,122.5171185,Philippines,Tigbinan,0 Village Green Terrace,Asia/Manila
-6.4712737,110.8171082,Indonesia,Kembang,513 Merchant Street,Asia/Jakarta
53.5325424,91.9206341,Russia,Borovoy,327 Ramsey Place,Europe/Moscow
-20.3321939,-40.2897153,Brazil,Vila Velha,3536 Blue Bill Park Terrace,America/Sao_Paulo
-2.631564,140.470795,Indonesia,Genyem,946 Washington Lane,Asia/Jayapura
34.6951012,135.487633,Japan,Fukushima-shi,03344 Helena Pass,Asia/Tokyo
-10.8588218,123.006322,Indonesia,Deranitan,99821 Vera Avenue,Asia/Makassar
-17.9808139,-63.3697226,Bolivia,Santa Rita,171 Doe Crossing Pass,America/La_Paz
53.6179245,109.6396262,Russia,Barguzin,6 Delaware Parkway,Asia/Irkutsk
56.1929385,15.2667633,Sweden,Ronneby,715 Oneill Parkway,Europe/Stockholm
32.9287227,132.7122629,Japan,Sukumo,93 Dahle Junction,Asia/Tokyo
48.25,118.2,China,Amgalang,360 Reinke Street,Asia/Harbin
53.5484541,18.9455238,Poland,RogÃ_Åºno,9 Golf Center,Europe/Warsaw
51.55352,118.3446,Russia,Gazimurskiy Zavod,8162 Helena Crossing,Asia/Yakutsk
52.64321,39.645666,Russia,Sokol,48605 Crowley Hill,Europe/Moscow
48.8373554,2.2682399,France,Issy-les-Moulineaux,06 Annamark Place,Europe/Paris
54.5979325,22.6027073,Russia,Nesterov,58657 Sycamore Road,Europe/Kaliningrad
31.947507,112.017723,China,Yaojiaji,63693 Manley Pass,Asia/Shanghai
45.0030925,43.7825227,Russia,Sotnikovskoye,1 Warner Parkway,Europe/Moscow
27.013081,106.452907,China,Gaojian,68 Spaight Terrace,Asia/Chongqing
-7.9601828,112.6399996,Indonesia,Puutura,23 Westerfield Junction,Asia/Makassar
14.5769063,120.9959319,Philippines,Lanuza,911 Grasskamp Court,Asia/Manila
-6.8956,113.4758,Indonesia,Bukbatang,77 Pawling Circle,Asia/Jakarta
30.044835,112.071813,China,Maojiagang,602 Sauthoff Hill,Asia/Chongqing
-37.0340769,-73.1404838,Chile,Coronel,7418 Mariners Cove Way,America/Santiago
39.42309,20.0718612,Greece,LefkÃ_mmi,70709 Farmco Way,Europe/Athens
54.4168102,27.2930165,Belarus,Ilâ€™ya,0 Thackeray Pass,Europe/Minsk
13.4354977,121.8184253,Philippines,Laylay,1708 Mandrake Terrace,Asia/Manila
35.6495457,63.9113296,Afghanistan,Ghormach,373 Porter Parkway,Asia/Kabul
30.978349,107.980213,China,Shangfang,6616 Cardinal Terrace,Asia/Shanghai
45.4381658,4.3868779,France,Saint-Ã‰tienne,61 Londonderry Way,Europe/Paris
53.7683238,18.1130662,Poland,Szlachta,03 Golden Leaf Parkway,Europe/Warsaw
-6.9140979,112.4708685,Indonesia,Prupuh,801 Pond Junction,Asia/Jakarta
44.7639581,16.6646119,Bosnia and Herzegovina,Sanski Most,764 Glacier Hill Junction,Europe/Sarajevo
3.5262275,98.5708754,Indonesia,Purwojoyo,6772 Reinke Pass,Asia/Jakarta
40.2213038,44.271441,Armenia,Doghs,184 Goodland Center,Asia/Yerevan
53.83333,30.38333,Belarus,Veyno,558 Veith Lane,Europe/Minsk
63.1109993,23.0789691,Finland,Kauhava,13 Lien Alley,Europe/Helsinki
52.0408964,18.9179279,Poland,Å_winice Warckie,282 Oriole Point,Europe/Warsaw
26.2413688,105.9386306,China,Longshi,5771 Morning Street,Asia/Chongqing
5.8874488,10.0191857,Cameroon,Bali,0 Clemons Street,Africa/Douala
34.7226934,135.5286653,Japan,DaitÅçchÅç,617 Reindahl Point,Asia/Tokyo
-6.7992297,106.7620174,Indonesia,Pondokaso,30506 Morning Parkway,Asia/Jakarta
58.9108802,17.9314968,Sweden,NynÃ_shamn,69 Mendota Plaza,Europe/Stockholm
29.012339,105.851885,China,Zhutuo,6 Anzinger Avenue,Asia/Chongqing
7.1807223,124.2218256,Philippines,Tamontaka,77837 Fuller Alley,Asia/Manila
16.6675835,-92.5609482,Mexico,Rancho Nuevo,648 Hooker Crossing,America/Mexico_City
-15.1471649,-73.3406579,Peru,Marcabamba,0106 Superior Court,America/Lima
-8.2464,115.5631,Indonesia,Baturinggit Kaja,074 Blackbird Street,Asia/Makassar
49.9390977,14.5064706,Czech Republic,PsÃ¡ry,7 Lake View Avenue,Europe/Prague
-6.808273,110.846846,Indonesia,Ngangguk,38 Sundown Parkway,Asia/Jakarta
32.629398,110.798266,China,Shiye,87629 Merchant Avenue,Asia/Shanghai
-26.6246782,-52.8955875,Brazil,Irati,41 Dryden Way,America/Sao_Paulo
-8.0545403,111.8268458,Indonesia,Blendis,39432 Evergreen Court,Asia/Jakarta
68.8128001,32.7986688,Russia,Murmashi,9 Elka Crossing,Europe/Moscow
45.376576,38.4403145,Russia,Staronizhestebliyevskaya,28661 Bowman Crossing,Europe/Moscow
56.0058358,71.5005566,Russia,Krutinka,012 New Castle Trail,Asia/Yekaterinburg
14.565668,121.0317737,Philippines,San Juan,01 Buhler Place,Asia/Manila
15.63981,43.55633,Yemen,BanÄ« an NahÄÅrÄ«,52 Del Mar Hill,Asia/Aden
6.7987866,124.6192703,Philippines,Pimbalayan,62 Sherman Plaza,Asia/Manila
-39.103215,-67.0940101,Argentina,Villa Regina,2084 Ruskin Terrace,America/Argentina/Salta
4.398278,-74.828718,Colombia,NariÃ±o,4 Randy Avenue,America/Bogota
14.5482727,-89.6618378,Guatemala,Ipala,278 Fallview Road,America/Guatemala
49.615051,101.9927979,Mongolia,Badrah,06 Westerfield Parkway,Asia/Ulaanbaatar
-9.8543,124.2531,Indonesia,Oenunu,9 Macpherson Court,Asia/Makassar
32.7030883,-96.8029489,United States,Dallas,1 Corscot Trail,America/Chicago
49.1168862,16.5813788,Czech Republic,Å_eleÅ¡ice,41528 Merchant Road,Europe/Prague
23.084827,113.290609,China,Hanfeng,1 Farmco Drive,Asia/Chongqing
45.521519,3.5276642,France,Limoges,106 Londonderry Parkway,Europe/Paris
39.109563,117.223371,China,Hexi,78 Surrey Point,Asia/Chongqing
-8.681907,117.2440957,Indonesia,Tepal,5006 Moland Circle,Asia/Makassar
52.3048562,15.4108777,Poland,Lubrza,1 Crowley Place,Europe/Warsaw
31.070643,113.943274,China,Xiaogang,623 Holy Cross Avenue,Asia/Chongqing
-20.2562227,-47.4810384,Brazil,Pedregulho,092 Lakewood Road,America/Sao_Paulo
51.1480274,71.4256221,Kazakhstan,Qalqaman,84 Meadow Valley Alley,Asia/Almaty
49.8259726,21.9974055,Poland,GwoÅºnica GÃ_rna,98 Delaware Terrace,Europe/Warsaw
